Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,StudentID
male,group C,associate's degree,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,45,47,45,16470
male,group B,some college,standard,none,divorced,sometimes,no,2.0,private,5 - 10,81,70,69,16471
female,group D,bachelor's degree,standard,none,married,regularly,yes,0.0,school_bus,< 5,59,67,67,16472
female,group B,bachelor's degree,standard,none,married,regularly,no,1.0,school_bus,> 10,91,95,97,16473
male,group C,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,74,72,63,16474
female,group D,high school,standard,none,married,regularly,yes,2.0,school_bus,> 10,53,64,72,16475
female,group E,some high school,standard,none,single,regularly,yes,2.0,school_bus,> 10,97,100,100,16476
female,group E,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,> 10,81,86,77,16477
female,group C,some high school,free/reduced,none,divorced,sometimes,no,1.0,private,< 5,50,57,52,16478
female,group A,high school,standard,completed,married,sometimes,no,4.0,private,5 - 10,69,87,87,16479
male,group D,high school,standard,completed,married,regularly,no,2.0,school_bus,< 5,96,91,88,16480
male,group D,associate's degree,standard,completed,single,sometimes,no,1.0,private,5 - 10,75,74,78,16481
female,group C,some high school,free/reduced,completed,single,sometimes,no,1.0,school_bus,< 5,65,78,76,16482
male,group E,high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,63,60,54,16483
male,group E,associate's degree,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,84,79,75,16484
male,group C,some college,standard,completed,married,sometimes,no,3.0,school_bus,> 10,90,86,91,16485
male,group E,some college,standard,none,divorced,sometimes,no,4.0,private,5 - 10,96,73,65,16486
male,group D,master's degree,free/reduced,none,married,sometimes,no,1.0,private,< 5,37,32,37,16487
male,group C,bachelor's degree,standard,none,married,sometimes,yes,2.0,school_bus,< 5,81,77,74,16488
male,group D,associate's degree,standard,none,married,never,no,3.0,school_bus,5 - 10,70,81,70,16489
male,group C,associate's degree,free/reduced,none,married,never,yes,1.0,school_bus,< 5,52,63,52,16490
female,group B,associate's degree,standard,completed,single,never,yes,3.0,school_bus,5 - 10,84,98,97,16491
female,group C,high school,free/reduced,none,widowed,sometimes,yes,2.0,school_bus,> 10,37,50,43,16492
female,group B,some college,standard,none,single,sometimes,yes,2.0,private,5 - 10,46,50,52,16493
male,group E,associate's degree,free/reduced,none,divorced,sometimes,yes,5.0,school_bus,5 - 10,71,62,60,16494
female,group A,high school,standard,none,married,regularly,no,3.0,school_bus,5 - 10,66,72,72,16495
male,group C,some high school,standard,completed,single,never,yes,3.0,school_bus,5 - 10,78,70,69,16496
male,group E,associate's degree,standard,completed,divorced,sometimes,yes,1.0,school_bus,< 5,85,80,75,16497
male,group C,master's degree,standard,none,single,sometimes,yes,3.0,school_bus,< 5,82,85,75,16498
male,group D,some college,standard,completed,married,never,no,1.0,school_bus,5 - 10,48,49,49,16499
male,group D,high school,standard,completed,single,sometimes,yes,2.0,school_bus,> 10,86,80,86,16500
male,group C,some college,standard,completed,married,never,yes,4.0,school_bus,5 - 10,81,83,78,16501
male,group C,associate's degree,standard,completed,single,regularly,yes,3.0,school_bus,< 5,87,89,91,16502
female,group D,associate's degree,standard,none,married,regularly,yes,2.0,school_bus,< 5,95,99,93,16503
male,group E,bachelor's degree,free/reduced,none,single,sometimes,no,2.0,school_bus,> 10,66,58,60,16504
female,group C,high school,standard,none,married,sometimes,no,3.0,private,5 - 10,62,78,62,16505
male,group C,bachelor's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,56,53,56,16506
female,group E,some college,standard,completed,divorced,regularly,no,2.0,private,> 10,83,89,94,16507
female,group C,high school,free/reduced,none,married,never,yes,3.0,private,5 - 10,34,49,46,16508
female,group A,some college,standard,none,married,sometimes,yes,1.0,school_bus,< 5,76,75,75,16509
female,group E,bachelor's degree,free/reduced,none,married,never,no,1.0,school_bus,5 - 10,62,71,69,16510
female,group E,some high school,free/reduced,completed,married,sometimes,yes,4.0,school_bus,< 5,84,90,87,16511
female,group D,some high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10,46,55,52,16512
male,group D,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,50,52,50,16513
female,group C,high school,standard,none,single,never,no,3.0,school_bus,< 5,64,73,73,16514
male,group C,master's degree,free/reduced,none,divorced,never,no,2.0,school_bus,5 - 10,66,68,71,16515
female,group E,master's degree,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,71,85,80,16516
female,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,1.0,school_bus,< 5,69,86,91,16517
female,group D,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,70,89,90,16518
male,group C,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,88,85,81,16519
male,group C,some high school,standard,none,single,regularly,no,3.0,private,< 5,74,77,71,16520
male,group C,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,74,73,72,16521
male,group C,some high school,standard,none,married,never,no,2.0,private,5 - 10,51,39,35,16522
male,group E,master's degree,free/reduced,none,widowed,regularly,no,3.0,school_bus,5 - 10,52,53,53,16523
female,group D,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,76,82,90,16524
female,group D,some college,standard,completed,divorced,sometimes,no,2.0,private,> 10,72,69,77,16525
male,group A,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,60,64,54,16526
female,group A,some college,standard,none,divorced,never,yes,0.0,private,5 - 10,58,65,66,16527
male,group D,high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,42,29,29,16528
male,group E,some high school,standard,completed,single,sometimes,yes,1.0,private,< 5,69,67,71,16529
female,group A,some high school,standard,none,single,regularly,yes,2.0,private,5 - 10,60,69,65,16530
male,group D,associate's degree,free/reduced,none,married,sometimes,yes,4.0,school_bus,5 - 10,48,51,48,16531
female,group B,high school,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,70,73,67,16532
female,group C,some high school,standard,none,divorced,sometimes,no,1.0,private,5 - 10,52,60,59,16533
female,group B,bachelor's degree,standard,none,single,sometimes,yes,3.0,private,5 - 10,49,67,61,16534
male,group E,high school,free/reduced,none,married,sometimes,yes,1.0,private,< 5,60,46,45,16535
male,group C,some college,free/reduced,none,married,sometimes,no,3.0,private,< 5,79,85,75,16536
male,group C,high school,standard,completed,single,sometimes,no,1.0,school_bus,5 - 10,73,79,72,16537
female,group C,master's degree,standard,completed,married,sometimes,yes,3.0,school_bus,< 5,84,96,96,16538
male,group B,master's degree,standard,completed,married,regularly,yes,5.0,school_bus,5 - 10,79,78,84,16539
male,group D,high school,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,72,67,66,16540
male,group C,bachelor's degree,standard,completed,widowed,sometimes,yes,5.0,school_bus,5 - 10,83,73,82,16541
male,group C,associate's degree,standard,completed,married,never,yes,5.0,school_bus,5 - 10,83,87,86,16542
male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,1.0,school_bus,> 10,88,87,86,16543
male,group D,high school,standard,completed,married,never,no,2.0,private,5 - 10,70,67,74,16544
female,group C,high school,free/reduced,completed,married,sometimes,yes,0.0,school_bus,5 - 10,35,49,49,16545
male,group B,associate's degree,free/reduced,completed,married,regularly,no,1.0,school_bus,< 5,60,69,67,16546
male,group C,associate's degree,free/reduced,none,single,sometimes,no,4.0,school_bus,5 - 10,65,60,61,16547
male,group C,high school,free/reduced,none,married,sometimes,no,3.0,private,> 10,21,25,25,16548
female,group E,some college,standard,completed,married,regularly,no,1.0,school_bus,5 - 10,70,80,76,16549
male,group B,some high school,free/reduced,none,divorced,regularly,no,1.0,private,5 - 10,72,69,65,16550
female,group D,associate's degree,standard,none,divorced,regularly,no,3.0,private,< 5,46,46,52,16551
male,group C,some high school,standard,none,married,never,no,2.0,school_bus,5 - 10,81,74,72,16552
female,group C,high school,standard,none,divorced,sometimes,yes,0.0,private,5 - 10,77,88,83,16553
female,group D,high school,standard,none,divorced,never,yes,2.0,school_bus,< 5,55,60,61,16554
male,group B,high school,free/reduced,none,divorced,sometimes,no,2.0,private,5 - 10,66,56,51,16555
female,group D,some high school,standard,none,married,sometimes,yes,0.0,school_bus,< 5,55,65,65,16556
male,group C,some college,standard,none,single,sometimes,yes,0.0,school_bus,5 - 10,78,68,67,16557
male,group D,bachelor's degree,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,51,44,48,16558
female,group E,associate's degree,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,63,73,73,16559
female,group C,some college,standard,none,married,regularly,yes,4.0,private,5 - 10,67,71,76,16560
female,group D,some college,standard,none,married,regularly,no,2.0,school_bus,> 10,72,87,82,16561
female,group C,associate's degree,free/reduced,none,married,never,no,3.0,private,< 5,63,76,72,16562
male,group B,associate's degree,free/reduced,none,married,never,yes,3.0,school_bus,< 5,57,58,56,16563
male,group C,high school,standard,none,married,never,yes,3.0,school_bus,> 10,48,52,47,16564
male,group A,high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,66,65,64,16565
male,group A,high school,free/reduced,completed,married,sometimes,yes,4.0,private,5 - 10,49,41,42,16566
female,group D,some college,standard,none,married,never,yes,3.0,school_bus,5 - 10,78,82,85,16567
male,group C,associate's degree,standard,completed,single,sometimes,yes,0.0,school_bus,< 5,55,52,51,16568
female,group B,some college,free/reduced,none,married,regularly,yes,3.0,private,< 5,74,86,80,16569
male,group B,high school,standard,none,divorced,regularly,yes,2.0,school_bus,> 10,58,64,53,16570
female,group D,high school,free/reduced,none,single,regularly,yes,0.0,school_bus,5 - 10,50,68,67,16571
male,group D,some high school,free/reduced,completed,single,regularly,yes,1.0,private,5 - 10,54,50,53,16572
female,group D,associate's degree,standard,completed,married,sometimes,yes,3.0,private,5 - 10,72,76,80,16573
female,group D,associate's degree,standard,none,single,sometimes,no,4.0,private,> 10,63,77,75,16574
male,group C,bachelor's degree,standard,none,married,sometimes,yes,1.0,private,> 10,82,76,74,16575
female,group B,bachelor's degree,standard,completed,married,regularly,yes,2.0,school_bus,> 10,85,91,95,16576
female,group D,some high school,standard,none,divorced,regularly,no,3.0,private,5 - 10,78,85,84,16577
female,group C,some college,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,70,74,73,16578
male,group B,associate's degree,free/reduced,completed,married,regularly,yes,0.0,school_bus,< 5,61,63,62,16579
female,group A,some high school,standard,none,single,regularly,no,1.0,private,< 5,79,81,84,16580
female,group D,bachelor's degree,standard,none,divorced,sometimes,yes,4.0,school_bus,< 5,73,89,89,16581
male,group B,some college,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,61,63,62,16582
male,group E,high school,standard,none,married,sometimes,yes,0.0,private,< 5,86,68,77,16583
female,group C,associate's degree,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,61,77,66,16584
female,group C,high school,standard,none,married,never,yes,1.0,private,5 - 10,71,82,78,16585
male,group C,some high school,standard,completed,single,regularly,no,2.0,private,< 5,83,78,73,16586
male,group E,high school,standard,none,single,regularly,yes,0.0,school_bus,< 5,81,70,69,16587
female,group C,some high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,40,56,47,16588
male,group D,associate's degree,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,73,76,82,16589
male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,1.0,private,< 5,52,60,49,16590
female,group B,some high school,standard,none,divorced,regularly,no,1.0,private,> 10,73,58,65,16591
female,group D,bachelor's degree,standard,none,divorced,sometimes,yes,4.0,school_bus,5 - 10,85,89,89,16592
female,group D,some college,standard,completed,married,sometimes,yes,1.0,school_bus,> 10,100,100,100,16593
female,group D,some college,standard,none,widowed,regularly,yes,2.0,private,< 5,73,82,79,16594
male,group E,some college,standard,completed,single,sometimes,yes,1.0,school_bus,5 - 10,96,84,91,16595
male,group E,some college,standard,completed,single,regularly,yes,1.0,private,5 - 10,100,84,90,16596
male,group C,associate's degree,free/reduced,none,married,sometimes,yes,0.0,private,> 10,58,53,51,16597
male,group A,associate's degree,standard,none,married,regularly,yes,2.0,private,< 5,87,80,80,16598
female,group C,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,< 5,81,81,81,16599
female,group D,some high school,free/reduced,completed,single,sometimes,no,3.0,school_bus,< 5,35,60,56,16600
male,group B,some college,standard,none,widowed,sometimes,yes,2.0,school_bus,5 - 10,82,70,66,16601
female,group C,some college,standard,none,divorced,regularly,yes,1.0,school_bus,< 5,65,60,68,16602
female,group D,associate's degree,free/reduced,none,married,sometimes,no,2.0,private,< 5,53,72,64,16603
male,group C,high school,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,64,51,48,16604
male,group B,associate's degree,free/reduced,none,single,never,yes,0.0,private,5 - 10,53,58,51,16605
male,group C,some high school,standard,none,married,sometimes,yes,0.0,school_bus,< 5,48,44,38,16606
male,group C,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,78,76,72,16607
male,group E,high school,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,84,68,72,16608
male,group C,bachelor's degree,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10,93,92,90,16609
male,group C,some college,standard,completed,single,sometimes,yes,1.0,school_bus,5 - 10,73,74,80,16610
male,group C,bachelor's degree,standard,none,divorced,never,yes,1.0,school_bus,> 10,60,58,57,16611
female,group C,some college,standard,none,married,sometimes,yes,4.0,school_bus,> 10,74,75,70,16612
female,group E,bachelor's degree,free/reduced,completed,married,regularly,no,2.0,private,5 - 10,62,63,67,16613
female,group C,high school,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,49,61,57,16614
